V1_clean	original_metadata	host_group	host_confidence	biosample_organism	manual_host	needs_review	biosample_host	biosample_isolation_source	biosample_organism_field	biosample_title	host_group_broad
SRR12709727	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709728	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709732	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709733	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709734	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709736	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709737	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709739	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709740	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709741	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709743	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709744	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709745	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709747	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709748	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709749	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709750	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709751	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709756	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709768	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709775	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709778	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709782	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709791	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709792	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709793	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709797	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709799	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709802	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709803	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709805	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709806	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709807	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709808	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709809	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709812	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709815	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709816	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709817	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709818	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709819	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709824	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709825	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709826	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709828	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709829	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709834	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709835	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709842	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709843	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709845	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709850	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709853	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709855	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709857	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709860	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709866	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709869	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709871	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709872	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709876	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709877	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709879	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709880	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709882	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709886	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709888	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709890	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709891	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709892	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709893	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709894	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709895	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709898	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709900	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709901	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709902	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709903	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709904	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709905	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709906	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709907	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709908	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709910	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709911	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709912	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709914	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709917	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709918	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709919	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709921	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709923	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709925	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709926	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709927	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709930	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709932	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709933	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709934	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709935	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709936	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709937	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709938	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709941	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709942	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709943	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709944	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709946	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709947	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709948	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709952	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709953	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709954	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709955	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709962	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709963	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709965	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709967	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709968	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709969	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709970	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709971	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709972	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709974	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709975	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709982	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709985	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709986	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709990	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709992	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709993	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709994	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709995	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709997	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12709999	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710001	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710002	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710005	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710006	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710007	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710009	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710011	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710013	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710014	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710018	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710019	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710020	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710021	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710022	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710023	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710025	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710026	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710027	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710029	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710030	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710032	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710033	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710034	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710036	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710039	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710040	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710041	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710043	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710044	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710045	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710046	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710047	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710048	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710049	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710051	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710052	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710053	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710055	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710056	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710057	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710058	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710059	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710063	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710064	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710069	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710071	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710073	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710075	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710076	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710077	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710078	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710079	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710080	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710081	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710085	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710087	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710088	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710090	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710094	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710096	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710098	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710100	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710102	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710103	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710104	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710106	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710110	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710111	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710112	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710113	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710114	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710117	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710118	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710120	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710121	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710122	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710124	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710126	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710128	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710129	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710131	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710132	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710133	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710134	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710135	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710136	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710137	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710138	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710139	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710140	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710141	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710142	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710143	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710146	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710152	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710160	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710167	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710169	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710170	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710177	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710179	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12710180	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12714130	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12765886	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12777432	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15465786	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR12791917	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12791959	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12799287	Mus musculus	Rodent	high	NA	NA	FALSE	NA	NA	NA	NA	Rodent
SRR15465787	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15465788	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15465789	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15465800	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15465801	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15495728	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR12826654	human metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12830916	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12830920	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12851660	Gadus morhua	Ray-finned Fish	high	NA	NA	FALSE	NA	NA	NA	NA	Ray-finned Fish
SRR12851670	Gadus morhua	Ray-finned Fish	high	NA	NA	FALSE	NA	NA	NA	NA	Ray-finned Fish
SRR12851678	Gadus morhua	Ray-finned Fish	high	NA	NA	FALSE	NA	NA	NA	NA	Ray-finned Fish
SRR12851721	Gadus morhua	Ray-finned Fish	high	NA	NA	FALSE	NA	NA	NA	NA	Ray-finned Fish
SRR12851768	Gadus morhua	Ray-finned Fish	high	NA	NA	FALSE	NA	NA	NA	NA	Ray-finned Fish
SRR12851781	Gadus morhua	Ray-finned Fish	high	NA	NA	FALSE	NA	NA	NA	NA	Ray-finned Fish
SRR12886421	Cynoglossus semilaevis	Ray-finned Fish	high	NA	NA	FALSE	NA	NA	NA	NA	Ray-finned Fish
SRR12886461	marine sediment metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR12887243	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12887244	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12893619	metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR12893757	metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR12893826	metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR12950065	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR12950066	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR15495729	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15495732	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15495733	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15495734	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15495735	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15495736	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR12983556	aquatic metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR13008576	aquatic metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR13008580	aquatic metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR13008586	aquatic metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR15495737	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR13052600	Human papillomavirus	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13052601	Human papillomavirus	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR6334713	Gossypium hirsutum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR5940260	Helianthus annuus	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR13152112	indoor metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR13167570	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13167571	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13167572	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13167617	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13167645	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13167649	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13167710	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13167740	human vaginal metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13200796	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13200798	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13200800	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR13200801	human gut metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
