V1	X	node	branch.length	isTip	x	y	branch	angle	x10	status	generalization	broader_gen	specific_species	X.1	lib	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47
OR952813.1_60_1244_1	2020	895	0.159666301	TRUE	5.481305324	200	5.401472173	64.86486486	Tylonycteris_pachypus_associated	ncbi	Bat	Bat	Tylonycteris_pachypus_associated	Tylonycteris_pachypus_associated	OR952813.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588744.1_93_1292_1	1433	296	0.171182621	TRUE	6.535397339	1060	6.449806028	343.7837838	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588744.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588767.1_72_1271_1	1342	203	0.138215076	TRUE	6.301325189	962	6.232217651	312	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588767.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777287.2_141_1340_1	1400	259	0.178615177	TRUE	6.781892823	1075	6.692585234	348.6486486	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777287.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
HW350049.1_129_1310_1	1178	43	0.143255406	TRUE	5.909871897	564	5.838244194	182.9189189	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	HW350049.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588745.1_90_1292_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ080083.1_540_1721_1	1145	11	0.099730182	TRUE	6.016495717	553	5.966630626	179.3513514	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	DQ080083.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KX276957.1_117_1319_1	2061	946	0.73898819	TRUE	5.616075457	125	5.246581362	40.54054054	Eidolon_helvum_associated	ncbi	Bat	Bat	Eidolon_helvum_associated	Eidolon_helvum_associated	KX276957.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
LR862055.1_237_1439_1	1480	352	0.451395639	TRUE	6.519010726	1002	6.293312907	324.972973	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	LR862055.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588728.1_123_1325_1	1477	340	0.098066423	TRUE	6.694994103	1026	6.645960891	332.7567568	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588728.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
AF227240.1_51_1232_1	1836	710	0.251700445	TRUE	5.283740012	246	5.157889789	79.78378378	Kappapapillomavirus	ncbi	Lapine	Other	Oryctolagus_cuniculus	Oryctolagus_cuniculus_associated	AF227240.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
FJ379293.1_51_1250_1	1631	506	0.033939296	TRUE	5.303776578	744	5.28680693	241.2972973	Dyoetapapillomavirus	ncbi	Insectivore	Other	Erinaceus_europaeus	Erinaceus_europaeus_associated	FJ379293.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GU117622.1_114_1313_1	1711	596	0.467082926	TRUE	5.837723377	591	5.604181914	191.6756757	Upsilonpapillomavirus	ncbi	Cetacean	Cetacean	Phocoena_phocoena	Phocoena_phocoena_associated	GU117622.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777347.2_72_1274_1	1327	185	0.166914331	TRUE	6.599537775	974	6.51608061	315.8918919	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777347.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MW428427.1_69_1271_1	1760	634	0.130123881	TRUE	5.73770802	637	5.67264608	206.5945946	Bos_taurus_associated	ncbi	Cattle	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW428427.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
NC_001693.1_132_1334_1	1434	301	0.347814181	TRUE	6.114591574	1053	5.940684483	341.5135135	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	NC	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MK620332.1_75_1271_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF564196.1_66_1250_1	2151	1035	0.329890394	TRUE	4.745303115	76	4.580357918	24.64864865	Etapapillomavirus	ncbi	Avian	Avian	Serinus_canaria	Serinus_canaria_associated	MF564196.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OR952785.1_84_1280_1	1880	752	0.074301423	TRUE	5.849783207	430	5.812632496	139.4594595	Rhinolophus_pusillus_associated	ncbi	Bat	Bat	Rhinolophus_pusillus_associated	Rhinolophus_pusillus_associated	OR952785.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588775.1_138_1334_1	1393	260	0.119688202	TRUE	6.578082426	1074	6.518238325	348.3243243	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588775.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MG571095.1_93_1289_1	1781	659	0.558285396	TRUE	5.1910432	451	4.911900501	146.2702703	Leptonychotes_weddellii_associated	ncbi	Pinnipeds	Other	Leptonychotes_weddellii_associated	Leptonychotes_weddellii_associated	MG571095.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777244.2_96_1292_1	1341	201	0.175090058	TRUE	6.344166567	960	6.256621538	311.3513514	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777244.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KJ410351.1_132_1316_1	1797	667	0.283215082	TRUE	5.682710685	252	5.541103145	81.72972973	Lambdapapillomavirus	ncbi	Mustelid	Other	Enhydra_lutris	Enhydra_lutris_associated	KJ410351.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JQ754321.1_180_1364_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN709473.1_135_1319_1	2023	903	0.455219095	TRUE	5.457898057	188	5.23028851	60.97297297	Rhopapillomavirus	ncbi	Manatee	Other	Trichechus_manatus	Trichechus_manatus_associated	JN709473.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
LC514113.1_75_1259_1	1754	622	0.114588167	TRUE	5.83179855	647	5.774504467	209.8378378	Xipapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	LC514113.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KX954132.1_69_1253_1	2074	952	0.286497348	TRUE	5.826972554	146	5.68372388	47.35135135	Deltapapillomavirus	ncbi	Giraffid	Other	Giraffa_camelopardalis	Giraffa_camelopardalis	KX954132.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KU519391.1_54_1238_1	2049	926	0.660779108	TRUE	5.881618438	182	5.551228884	59.02702703	Dyokappapapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	KU519391.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
HQ585856.1_120_1316_1	1808	677	0.544825632	TRUE	6.378102989	267	6.105690173	86.59459459	Lambdapapillomavirus	ncbi	Hyena	Other	Crocuta_crocuta	Crocuta_crocuta_associated	HQ585856.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JX123128.1_252_1448_1	1937	813	0.527067305	TRUE	5.774145608	309	5.510611955	100.2162162	Eidolon_helvum_associated	ncbi	Bat	Bat	Eidolon_helvum_associated	Eidolon_helvum_associated	JX123128.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JX413109.1_90_1286_1	1361	222	0.247855649	TRUE	6.579519156	930	6.455591332	301.6216216	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	JX413109.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OP376965.1_108_1307_1	1604	476	0.339119283	TRUE	5.415757596	811	5.246197955	263.027027	Varecia_variegata_asociated	ncbi	Non-human Primate	Non-human Primate	Varecia_variegata_asociated	Varecia_variegata_asociated	OP376965.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
OR952899.1_198_1397_1	1871	735	0.110643676	TRUE	6.187897781	439	6.132575944	142.3783784	Rhinolophus_pusillus_associated	ncbi	Bat	Bat	Rhinolophus_pusillus_associated	Rhinolophus_pusillus_associated	OR952899.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
DQ366842.1_138_1334_1	2064	943	0.238705743	TRUE	5.520491133	128	5.401138262	41.51351351	Rousettus_aegyptiacus_associated	ncbi	Bat	Bat	Rousettus_aegyptiacus_associated	Rousettus_aegyptiacus_associated	DQ366842.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
LC500686.1_90_1286_1	1736	629	0.209601574	TRUE	5.569684656	641	5.464883869	207.8918919	Xipapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	LC500686.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588682.1_90_1286_1	1690	552	0.123185046	TRUE	6.005749347	737	5.944156824	239.027027	Betapapillomavirus	ncbi	Human	Human	Betapapillomavirus	Human_associated	MF588682.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF588717.1_69_1265_1	1319	179	0.095256355	TRUE	6.296679739	953	6.249051562	309.0810811	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	MF588717.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KU519392.1_102_1298_1	1765	641	0.125998724	TRUE	5.81722006	631	5.754220698	204.6486486	Xipapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	KU519392.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KU519394.1_54_1250_1	1603	475	0.431694311	TRUE	5.803789518	810	5.587942362	262.7027027	Dyoxipapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	KU519394.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KY817993.1_273_1469_1	1781	658	0.505893314	TRUE	5.138651117	450	4.88570446	145.9459459	Sus_scrofa_associated	ncbi	Porcine	Porcine	Sus_scrofa_associated	Sus_scrofa_associated	KY817993.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH172379.1_90_1298_1	1370	231	0.172575023	TRUE	6.530147157	922	6.443859646	299.027027	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH172379.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
NC_001690.1_69_1286_1	1353	217	0.084039526	TRUE	6.456854952	947	6.414835189	307.1351351	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	NC	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KT945134.1_117_1292_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M11910.1_87_1262_1	2081	959	0.234017992	TRUE	5.725493153	148	5.608484157	48	Deltapapillomavirus	ncbi	Cervine	Cervine	Odocoileus_virginianus	Odocoileus_virginianus_associated	M11910.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH285953.1_72_1247_1	1289	156	0.128576109	TRUE	6.141357135	783	6.07706908	253.9459459	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	MH285953.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MF327538.1_108_1283_1	1795	664	0.405961429	TRUE	5.909246598	250	5.706265884	81.08108108	Dyonupapillomavirus	ncbi	Ursine	Other	Ailuropoda_melanoleuca	Ailuropoda_melanoleuca_associated	MF327538.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KT852571.1_114_1289_1	2100	991	0.654677171	TRUE	5.845562698	131	5.518224113	42.48648649	Rus_timorensis_associated	ncbi	Cervine	Cervine	Rus_timorensis_associated	Rus_timorensis_associated	KT852571.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GU233853.1_105_1319_1	1458	314	0.098844828	TRUE	6.671841276	1037	6.622418862	336.3243243	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	GU233853.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KU350625.1_132_1298_1	2098	978	0.233542873	TRUE	5.85037632	166	5.733604883	53.83783784	Epsilonpapillomavirus	ncbi	Cattle	Bovine	Bos_taurus	Bos_taurus_associated	KU350625.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JF304764.1_126_1292_1	1211	75	0.091714368	TRUE	5.750281134	516	5.70442395	167.3513514	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	JF304764.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GU384895.1_120_1286_1	2068	947	0.188549997	TRUE	5.51752432	123	5.423249321	39.89189189	Alphapapillomavirus	ncbi	Human	Human	Alphapapillomavirus	Human_associated	GU384895.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
EU240894.1_84_1298_1	1720	593	0.145963679	TRUE	6.272687154	597	6.199705314	193.6216216	Upsilonpapillomavirus	ncbi	Cetacean	Cetacean	Tursiops_truncatus	Tursiops_truncatus_associated	EU240894.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JN211193.1_105_1328_1	1444	303	0.16051752	TRUE	6.549283357	1015	6.469024597	329.1891892	Gammapapillomavirus	ncbi	Human	Human	Gammapapillomavirus	Human_associated	JN211193.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
MH777211.2_69_1286_1	1356	219	0.123697865	TRUE	6.465996502	944	6.404147569	306.1621622	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	MH777211.2	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
KF482069.1_123_1346_1	1427	282	0.176058166	TRUE	6.905231655	1105	6.817202572	358.3783784	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	KF482069.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
HQ912791.1_90_1262_1	2084	964	0.265353138	TRUE	5.687144974	143	5.554468404	46.37837838	Deltapapillomavirus	ncbi	Camelids	Other	Camelus_dromedarius	Camelus_dromedarius_associated	HQ912791.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
HQ262536.1_114_1286_1	2041	918	0.140246868	TRUE	5.189330993	211	5.119207559	68.43243243	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	HQ262536.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
JF966374.1_105_1328_1	1443	302	0.133380086	TRUE	6.42102679	1014	6.354336748	328.8648649	Human_associated	ncbi	Human	Human	Human_associated	Human_associated	JF966374.1	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
