V1	X	node	branch.length	isTip	x	y	branch	angle	x10	status	generalization	broader_gen	specific_species	specific_association	lib	V2			
MP159677.1_42_1217_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	NA	NA			
SRR11951209_2019_	2209	1095	0.694144881	TRUE	4.567682987	29	4.220610546	9.405405405	Bufo_gargarizans_associated	novel	Amphibian	Amphibian	Bufo_gargarizans_associated	Bufo_gargarizans_associated	SRR11951209	TRANSCRIPTOMIC			
SRR22679053_21748_	2104	986	0.103243169	TRUE	5.955644064	137	5.90402248	44.43243243	Bubalus_bubalis_associated	novel	Bovine	Bovine	Bubalus_bubalis_associated	Bubalus_bubalis_associated	SRR22679053	OTHER			
SRR11842090_13702_	2105	983	0.093796773	TRUE	5.982302966	138	5.935404579	44.75675676	Bubalus_bubalis_associated	novel	Bovine	Bovine	Bubalus_bubalis_associated	Bubalus_bubalis_associated	SRR11842090	TRANSCRIPTOMIC			
MH512005.1_45_1241_1	1628	501	0.365512117	TRUE	6.066880059	749	5.884124	242.9189189	Bovine_associated	ncbi	Bovine	Bovine	Bovine_associated	Bovine_associated	MH512005.1	Other			
KY705374.1_117_1295_1	2052	929	0.346533033	TRUE	5.972534163	185	5.799267647	60	Bovine_associated	ncbi	Bovine	Bovine	Bovine_associated	Bovine_associated	KY705374.1	Other			
MH729203.1_48_1235_1	1754	621	0.124995311	TRUE	5.842205695	646	5.779708039	209.5135135	Bovine_associated	ncbi	Bovine	Bovine	Bovine_associated	Bovine_associated	MH729203.1	Other			
DRR452111_551228_	2053	933	0.327184343	TRUE	5.896135498	179	5.732543327	58.05405405	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	DRR452111	METAGENOMIC			
ERR10188014Score_575.246_	2099	980	2.94E-06	TRUE	5.735956852	160	5.735955384	51.89189189	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	ERR10188014	METAGENOMIC			
SRR24955661_163566_	2108	989	0.485766366	TRUE	5.914825783	132	5.6719426	42.81081081	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR24955661	Other			
ERR10188083_7788_	2106	985	0.178906992	TRUE	6.106209882	140	6.016756386	45.40540541	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	ERR10188083	METAGENOMIC			
SRR24963196_123050_	1730	605	0.301493304	TRUE	5.763119145	611	5.612372493	198.1621622	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR24963196	Other			
SRR24956127_83390_	1627	499	0.057346855	TRUE	6.090529801	753	6.061856374	244.2162162	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR24956127	Other			
SRR24963268_167972_	2051	928	0.619577471	TRUE	6.163570205	184	5.853781469	59.67567568	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR24963268	Other			
SRR24963419_788594_	1730	606	0.323878455	TRUE	5.785504296	612	5.623565068	198.4864865	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR24963419	Other			
SRR24963500_872656_	1765	640	0.246924441	TRUE	5.938145777	630	5.814683557	204.3243243	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR24963500	Other			
ERR10188009_10374_	1626	498	0.508361206	TRUE	6.496831103	752	6.242650499	243.8918919	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	ERR10188009	METAGENOMIC			
SRR24963462_472035_	1766	643	0.37716808	TRUE	5.752937027	628	5.564352987	203.6756757	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR24963462	Other			
SRR24956270_4526557_	2058	939	0.54589461	TRUE	5.225031831	172	4.952084525	55.78378378	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR24956270	Other			
ERR10188114_7499_	2103	982	0.31504628	TRUE	6.055064361	136	5.897541221	44.10810811	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	ERR10188114	METAGENOMIC			
ERR10188212_289_	1747	614	0.060603565	TRUE	5.964200277	662	5.933898494	214.7027027	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	ERR10188212	Other			
ERR10188115_7453_	2091	971	0.194289234	TRUE	6.285462861	163	6.188318244	52.86486486	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	ERR10188115	Other			
SRR11569199_2444_	1760	633	0.256081358	TRUE	5.863665497	636	5.735624818	206.2702703	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR11569199	Other			
ERR10188211_15517_	1751	618	0.097532912	TRUE	5.951636002	653	5.902869546	211.7837838	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	ERR10188211	METAGENOMIC			
AB626705.1_54_1229_1	2078	955	0.008637426	TRUE	5.698344001	155	5.694025287	50.27027027	Deltapapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	AB626705.1	Other			
AB331651.1_309_1508_1	1737	628	0.3328231	TRUE	5.730472256	642	5.564060706	208.2162162	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	AB331651.1	Other			
AF486184.1_75_1265_1	1756	625	0.149584534	TRUE	5.795427224	644	5.720634956	208.8648649	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	AF486184.1	Other			
AF457465.1_225_1391_1	2093	976	0.101393531	TRUE	5.738288711	167	5.687591946	54.16216216	Epsilonpapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	AF457465.1	Other			
MW436430.1_57_1277_1	2094	975	0.169714047	TRUE	5.921549192	168	5.836692169	54.48648649	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW436430.1	Other			
MW428425.1_90_1274_1	1746	611	0.094595258	TRUE	5.963348621	659	5.916050992	213.7297297	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW428425.1	Other			
AB845589.1_75_1262_1	1755	624	0.27379929	TRUE	6.001820126	649	5.864920481	210.4864865	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	AB845589.1	Other			
DQ217793.1_51_1253_1	1626	497	0.21392955	TRUE	6.202399446	751	6.095434671	243.5675676	Dyoxipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	DQ217793.1	Other			
JF834523.1_75_1262_1	1758	632	0.080183904	TRUE	5.610234429	638	5.570142477	206.9189189	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	JF834523.1	Other			
AB331650.1_144_1325_1	1741	615	0.174113934	TRUE	5.799281386	655	5.712224419	212.4324324	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	AB331650.1	Other			
MW393860.1_48_1235_1	1750	620	0.115129414	TRUE	5.916328124	652	5.858763416	211.4594595	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	MW393860.1	Other			
KU519395.1_72_1274_1	1761	635	0.259332984	TRUE	5.688238381	634	5.558571889	205.6216216	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	KU519395.1	Other			
KU519393.1_54_1235_1	2058	940	1.139994431	TRUE	5.819131651	173	5.249134436	56.10810811	Dyokappapapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	KU519393.1	Other			
GQ471901.1_138_1322_1	1749	617	0.11128498	TRUE	5.953469082	651	5.897826592	211.1351351	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	GQ471901.1	Other			
AB543507.1_90_1274_1	1749	616	0.100031471	TRUE	5.942215574	650	5.892199838	210.8108108	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus	Bos_taurus_associated	AB543507.1	Other			
KU519396.1_54_1241_1	1603	474	0.786594621	TRUE	6.158689827	809	5.765392517	262.3783784	Dyoxipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	KU519396.1	Other			
MW428427.1_69_1271_1	1760	634	0.130123881	TRUE	5.73770802	637	5.67264608	206.5945946	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW428427.1	Other			
LC514113.1_75_1259_1	1754	622	0.114588167	TRUE	5.83179855	647	5.774504467	209.8378378	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	LC514113.1	Other			
KU519391.1_54_1238_1	2049	926	0.660779108	TRUE	5.881618438	182	5.551228884	59.02702703	Dyokappapapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	KU519391.1	Other			
LC500686.1_90_1286_1	1736	629	0.209601574	TRUE	5.569684656	641	5.464883869	207.8918919	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	LC500686.1	Other			
KU519392.1_102_1298_1	1765	641	0.125998724	TRUE	5.81722006	631	5.754220698	204.6486486	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	KU519392.1	Other			
KU519394.1_54_1250_1	1603	475	0.431694311	TRUE	5.803789518	810	5.587942362	262.7027027	Dyoxipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	KU519394.1	Other			
KU350625.1_132_1298_1	2098	978	0.233542873	TRUE	5.85037632	166	5.733604883	53.83783784	Epsilonpapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	KU350625.1	Other			
KP276343.1_138_1310_1	2077	956	0.180360909	TRUE	5.661153341	153	5.570972886	49.62162162	Deltapapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	KP276343.1	Other			
MW401531.1_156_1325_1	2107	988	0.132095716	TRUE	5.954560676	135	5.888512818	43.78378378	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW401531.1	Other			
MW428430.1_57_1088_1	2096	972	1.03E-06	TRUE	5.909542674	170	5.909542161	55.13513514	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW428430.1	Other			
KX098515.1_75_1262_1	1756	626	0.130725287	TRUE	5.776567976	645	5.711205333	209.1891892	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	KX098515.1	Other			
MW401530.1_81_1247_1	2097	979	0.449302606	TRUE	5.976633127	164	5.751981824	53.18918919	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW401530.1	Other			
MW543422.1_45_1211_1	2096	973	1.03E-06	TRUE	5.909542674	171	5.909542161	55.45945946	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW543422.1	Other			
MW404259.1_144_1322_1	1744	610	0.183447316	TRUE	5.964273225	658	5.872549567	213.4054054	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW404259.1	Other			
MW543427.1_54_1232_1	1764	639	0.215532191	TRUE	5.792542504	629	5.684776408	204	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW543427.1	Other			
MG602223.1_144_1325_1	1751	619	0.261203901	TRUE	6.115306991	654	5.984705041	212.1081081	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MG602223.1	Other			
KM983393.1_90_1268_1	1744	609	0.16218905	TRUE	5.943014959	657	5.861920434	213.0810811	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	KM983393.1	Other			
MW390885.1_90_1274_1	1755	623	0.27499985	TRUE	6.003020686	648	5.865520761	210.1621622	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW390885.1	Other			
MW404256.1_177_1361_1	1746	612	0.119511434	TRUE	5.988264798	660	5.92850908	214.0540541	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW404256.1	Other			
OL672227.1_75_1259_1	1759	631	0.213572839	TRUE	5.813189303	640	5.706402884	207.5675676	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	OL672227.1	Other			
MK124621.1_78_1310_1	1627	500	0.140681531	TRUE	6.173864477	754	6.103523712	244.5405405	Dyoxipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MK124621.1	Other			
MW428429.1_90_1283_1	1743	608	0.264836516	TRUE	5.977738197	656	5.845319939	212.7567568	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW428429.1	Other			
MW543423.1_48_1238_1	1747	613	0.026685736	TRUE	5.930282448	661	5.91693958	214.3783784	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW543423.1	Other			
MW428428.1_75_1265_1	1759	630	0.202985789	TRUE	5.802602253	639	5.701109358	207.2432432	Bos_taurus_associated	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW428428.1	Other			
MW401529.1_48_1253_1	1623	496	0.523234194	TRUE	5.860324444	748	5.598707347	242.5945946	Xipapillomavirus	ncbi	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	MW401529.1	Other			
SRR24963196_44112_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	a	NA			
SRR24955686_769205_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	a	NA			
ERR2985417_92987_	2051	927	0.741233919	TRUE	6.285226653	183	5.914609693	59.35135135	Bos_taurus_associated	novel	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	ERR2985417	Other			
SRR7122329_534_	1619	490	2.00E-06	TRUE	5.509089928	805	5.509088926	261.0810811	Bos_taurus_associated	novel	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	SRR7122329	Other			
SRR16937311_42765_	1628	502	0.68200498	TRUE	6.383372922	750	6.042370432	243.2432432	Bos_taurus_associated	novel	Bovine	Bovine	Bos_taurus_associated	Bos_taurus_associated	SRR16937311	GENOMIC			
SRR7875388Score_564.13_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Bovine	Bovine	Bos_grunniens_associated	Bos_grunniens_associated	a	NA			
HQ912790.1_69_1247_1	2084	963	0.40990574	TRUE	5.831697576	142	5.626744705	46.05405405	Deltapapillomavirus	ncbi	Camelid	Other	Camelus_dromedarius	Camelus_dromedarius_associated	HQ912790.1	Other			
HQ912791.1_90_1262_1	2084	964	0.265353138	TRUE	5.687144974	143	5.554468404	46.37837838	Deltapapillomavirus	ncbi	Camelid	Other	Camelus_dromedarius_associated	Camelus_dromedarius_associated	HQ912791.1	Other			
MT130100.1_90_1259_1	2083	965	0.255826614	TRUE	5.58553247	141	5.457619163	45.72972973	Deltapapillomavirus	ncbi	Camelid	Other	Camelus_dromedarius_associated	Camelus_dromedarius_associated	MT130100.1	Other			
JQ754321.1_180_1364_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	NA	NA			
OQ836189.1_57_1238_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	NA	NA			
KT326919.1_96_1280_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	NA	NA			
SRR13235318_32975_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Canine	Canine	Canis_familiaris_associated	Human_associated	a	NA			
ERR11284570_1952759_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Canine	Canine	Canis_familiaris_associated	Human_associated	a	NA			
SRR12330129_394673_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	a	NA			
D26115.1_84_1274_1	1799	682	0.268801159	TRUE	5.647156082	255	5.512755503	82.7027027	Lambdapapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	D26115.1	Other			
AY722648.1_99_1274_1	1298	167	0.237900968	TRUE	6.109489998	771	5.990539514	250.0540541	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	AY722648.1	Other			
JF800656.1_282_1466_1	2034	913	0.168842872	TRUE	5.292575256	218	5.20815382	70.7027027	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	JF800656.1	Other			
FJ492744.1_54_1244_1	1810	678	0.18523667	TRUE	6.038163458	262	5.945545123	84.97297297	Lambdapapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	FJ492744.1	Other			
KP099966.1_174_1358_1	2032	915	0.307980924	TRUE	5.261317322	216	5.10732686	70.05405405	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	KP099966.1	Other			
BK066769.1_138_1316_1	1285	151	0.080788385	TRUE	6.075792878	785	6.035398685	254.5945946	Canis_familiaris_associated	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	BK066769.1	Other			
BK066588.1_96_1274_1	1297	169	0.201021704	TRUE	6.020827439	770	5.920316587	249.7297297	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	BK066588.1	Other			
MH285952.1_108_1289_1	1274	163	0.281310934	TRUE	5.825138747	773	5.68448328	250.7027027	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	MH285952.1	Other			
JF800657.1_144_1325_1	2043	922	0.155017403	TRUE	5.146670473	208	5.069161772	67.45945946	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	JF800657.1	Other			
DQ295066.1_93_1277_1	2035	912	0.188989634	TRUE	5.467050227	219	5.37255541	71.02702703	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris	Canis_familiaris_associated	DQ295066.1	Other			
MH285953.1_72_1247_1	1289	156	0.128576109	TRUE	6.141357135	783	6.07706908	253.9459459	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	MH285953.1	Other			
HQ262536.1_114_1286_1	2041	918	0.140246868	TRUE	5.189330993	211	5.119207559	68.43243243	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	HQ262536.1	Other			
JQ701802.1_84_1259_1	2042	919	0.23675631	TRUE	5.375882221	212	5.257504066	68.75675676	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	JQ701802.1	Other			
EF584537.1_162_1331_1	2038	917	0.145786478	TRUE	5.285100259	215	5.21220702	69.72972973	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	EF584537.1	Other			
JX141478.1_123_1301_1	1285	152	0.188876199	TRUE	6.183880692	786	6.089442592	254.9189189	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	JX141478.1	Other			
OP432240.1_63_1232_1	2038	916	0.131058506	TRUE	5.270372286	214	5.204843033	69.40540541	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	OP432240.1	Other			
JF800658.1_1602_2786_1	2037	910	0.25538086	TRUE	5.687363344	222	5.559672914	72	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	JF800658.1	Other			
FJ492743.1_66_1250_1	2036	911	0.181270999	TRUE	5.532936552	220	5.442301053	71.35135135	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	FJ492743.1	Other			
BK066366.1_114_1298_1	1279	146	0.173510024	TRUE	6.088815396	790	6.002060384	256.2162162	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	BK066366.1	Other			
BK066654.1_117_1301_1	1250	120	0.158498689	TRUE	5.401461484	472	5.32221214	153.0810811	Canis_familiaris_associated	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	BK066654.1	Other			
JX899359.1_123_1304_1	2040	921	0.363254378	TRUE	5.259932078	210	5.078304889	68.10810811	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	JX899359.1	Other			
FJ492742.1_66_1244_1	1295	166	0.153884195	TRUE	5.936795749	767	5.859853652	248.7567568	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	FJ492742.1	Other			
BK066791.1_117_1295_1	1251	123	0.225714829	TRUE	5.531868802	473	5.419011388	153.4054054	Canis_familiaris_associated	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	BK066791.1	Other			
KT901797.1_84_1268_1	2037	909	0.15744148	TRUE	5.589423964	221	5.510703224	71.67567568	Chipapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	KT901797.1	Other			
MH285954.1_225_1397_1	1283	148	0.214949566	TRUE	6.173964612	789	6.066489829	255.8918919	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	MH285954.1	Other			
KX599536.1_123_1298_1	1296	165	0.239275254	TRUE	6.081229338	769	5.961591711	249.4054054	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	KX599536.1	Other			
BK066790.1_84_1265_1	1293	160	0.039284237	TRUE	6.171916012	778	6.152273893	252.3243243	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	BK066790.1	Other			
BK066390.1_87_1268_1	1291	161	0.107573019	TRUE	5.970450589	775	5.91666408	251.3513514	Taupapillomavirus	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	BK066390.1	Other			
BK066644.1_102_1298_1	1573	442	0.588987853	TRUE	6.276786277	850	5.98229235	275.6756757	Canis_familiaris_associated	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	BK066644.1	Other			
BK066742.1_150_1337_1	1241	110	0.563376965	TRUE	5.720730629	469	5.439042147	152.1081081	Canis_familiaris_associated	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	BK066742.1	Other			
BK066488.1_150_1340_1	1252	121	0.10261557	TRUE	5.609014547	474	5.557706762	153.7297297	Canis_familiaris_associated	ncbi	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	BK066488.1	Other			
ERR11213956_1223340_	1280	145	0.202903877	TRUE	6.213891224	791	6.112439285	256.5405405	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	ERR11213956	GENOMIC			
SRR18483580_11128_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	a	NA			
SRR18483908_17643_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	a	NA			
ERR10447066_222141_	2033	914	0.228998672	TRUE	5.245321019	217	5.130821683	70.37837838	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	ERR10447066	GENOMIC			
SRR13235192_177217_	1296	164	0.09317577	TRUE	5.935129854	768	5.888541969	249.0810811	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	SRR13235192	GENOMIC			
SRR18484172_11522_	NA	NA	NA	NA	NA	NA	NA	NA	NA	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	a	NA			
SRR13233423_322985_	1298	168	0.186345372	TRUE	6.057934402	772	5.964761716	250.3783784	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Human_associated	SRR13233423	GENOMIC			
SRR18442637_22623_	1247	114	0.064711911	TRUE	5.817808152	479	5.785452197	155.3513514	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	SRR18442637	GENOMIC			
SRR13234696_75487_	1281	143	0.055578909	TRUE	6.185831286	792	6.158041831	256.8648649	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	SRR13234696	GENOMIC			
ERR11403158_1683236_	2043	923	0.21142052	TRUE	5.20307359	209	5.09736333	67.78378378	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	ERR11403158	Other			
SRR18400216_50961_	1283	147	0.142099091	TRUE	6.101114136	788	6.030064591	255.5675676	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	SRR18400216	GENOMIC			
SRR18400698_20537_	1293	159	0.10548865	TRUE	6.238120425	777	6.185376099	252	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	SRR18400698	GENOMIC			
SRR21770678_48369_	1252	122	0.107370819	TRUE	5.613769795	475	5.560084386	154.0540541	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	SRR21770678	Other			
ERR11284570_621919_	1287	153	0.206478994	TRUE	6.102199058	779	5.998959561	252.6486486	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	ERR11284570	Other			
SRR13235485_155797_	1288	157	0.149628205	TRUE	6.049905478	781	5.975091376	253.2972973	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	SRR13235485	GENOMIC			
ERR11271768_87624_	1281	144	0.157264161	TRUE	6.287516538	793	6.208884457	257.1891892	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	ERR11271768	GENOMIC			
ERR11203045_133039_	2042	920	0.258520599	TRUE	5.397646511	213	5.268386211	69.08108108	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	ERR11203045	Other			
SRR8437782_17784_	1723	599	0.419560065	TRUE	5.388470232	604	5.178690199	195.8918919	Capra_ibex_associated	novel	Caprine	Other	Capra_ibex_associated	Capra_ibex_associated	SRR8437782	Other			
DQ091200.1_90_1280_1	1729	604	0.305634165	TRUE	5.651901372	610	5.499084289	197.8378378	Phipapillomavirus	ncbi	Caprine	Other	Capra_hircus	Capra_hircus_associated	DQ091200.1	Other			
MN148899.1_138_1337_1	1738	627	0.3269178	TRUE	5.758627746	643	5.595168846	208.5405405	Capra_hircus_associated	ncbi	Caprine	Other	Capra_hircus_associated	Capra_hircus_associated	MN148899.1	Other			
ERR3281568_196968_	2108	990	0.204638343	TRUE	5.63369776	133	5.531378588	43.13513514	Capra_hircus_associated	novel	Caprine	Other	Capra_hircus_associated	Capra_hircus_associated	ERR3281568	GENOMIC			
SRR19117908_684125_	2055	936	0.371136891	TRUE	5.606814102	176	5.421245656	57.08108108	Budorcas_taxicolor_associated	novel	Caprine	Other	Budorcas_taxicolor_associated	Budorcas_taxicolor_associated	SRR19117908	GENOMIC			
