 ,node,branch.length,label,isTip,x,y,branch,angle,x10,status,generalization,broader_gen,specific_species,
1251,123,0.225714829,BK066791.1_117_1295_1,TRUE,5.531868802,473,5.419011388,153.4054054,Canis_familiaris_associated,ncbi,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1281,144,0.157264161,ERR11271768_87624_,TRUE,6.287516538,793,6.208884457,257.1891892,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1280,145,0.202903877,ERR11213956_1223340_,TRUE,6.213891224,791,6.112439285,256.5405405,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1285,151,0.080788385,BK066769.1_138_1316_1,TRUE,6.075792878,785,6.035398685,254.5945946,Canis_familiaris_associated,ncbi,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1287,153,0.206478994,ERR11284570_621919_,TRUE,6.102199058,779,5.998959561,252.6486486,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1287,154,0.1841776,ERR11284567_173521_,TRUE,6.079897664,780,5.987808864,252.972973,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1289,155,0.130887434,ERR11203069_3540346_,TRUE,6.14366846,782,6.078224743,253.6216216,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1290,162,0.197122047,ERR11223860_712030_,TRUE,5.981268419,774,5.882707395,251.027027,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1573,442,0.588987853,BK066644.1_102_1298_1,TRUE,6.276786277,850,5.98229235,275.6756757,Canis_familiaris_associated,ncbi,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
2033,914,0.228998672,ERR10447066_222141_,TRUE,5.245321019,217,5.130821683,70.37837838,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
2042,920,0.258520599,ERR11203045_133039_,TRUE,5.397646511,213,5.268386211,69.08108108,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
2043,923,0.21142052,ERR11403158_1683236_,TRUE,5.20307359,209,5.09736333,67.78378378,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1247,113,0.166210628,SRR13233212_7133_,TRUE,5.91930687,478,5.836201556,155.027027,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1247,114,0.064711911,SRR18442637_22623_,TRUE,5.817808152,479,5.785452197,155.3513514,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1249,118,0.165761912,SRR13235220_9564_,TRUE,5.915391294,482,5.832510338,156.3243243,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1252,122,0.107370819,SRR21770678_48369_,TRUE,5.613769795,475,5.560084386,154.0540541,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1281,143,0.055578909,SRR13234696_75487_,TRUE,6.185831286,792,6.158041831,256.8648649,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1283,147,0.142099091,SRR18400216_50961_,TRUE,6.101114136,788,6.030064591,255.5675676,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1282,149,0.230796778,SRR13376362_191915_,TRUE,6.127854329,787,6.01245594,255.2432432,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1288,157,0.149628205,SRR13235485_155797_,TRUE,6.049905478,781,5.975091376,253.2972973,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1292,158,0.208247686,SRR8066612_800976_,TRUE,6.113726231,776,6.009602388,251.6756757,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1293,159,0.10548865,SRR18400698_20537_,TRUE,6.238120425,777,6.185376099,252,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1296,164,0.09317577,SRR13235192_177217_,TRUE,5.935129854,768,5.888541969,249.0810811,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
1298,168,0.186345372,SRR13233423_322985_,TRUE,6.057934402,772,5.964761716,250.3783784,Canis_familiaris_associated,novel,Canine,Canine,Canis_familiaris_associated,Canis_familiaris_associated
2037,909,0.15744148,KT901797.1_84_1268_1,TRUE,5.589423964,221,5.510703224,71.67567568,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2037,910,0.25538086,JF800658.1_1602_2786_1,TRUE,5.687363344,222,5.559672914,72,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2036,911,0.181270999,FJ492743.1_66_1250_1,TRUE,5.532936552,220,5.442301053,71.35135135,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2035,912,0.188989634,DQ295066.1_93_1277_1,TRUE,5.467050227,219,5.37255541,71.02702703,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2034,913,0.168842872,JF800656.1_282_1466_1,TRUE,5.292575256,218,5.20815382,70.7027027,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2032,915,0.307980924,KP099966.1_174_1358_1,TRUE,5.261317322,216,5.10732686,70.05405405,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2038,916,0.131058506,OP432240.1_63_1232_1,TRUE,5.270372286,214,5.204843033,69.40540541,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2038,917,0.145786478,EF584537.1_162_1331_1,TRUE,5.285100259,215,5.21220702,69.72972973,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2041,918,0.140246868,HQ262536.1_114_1286_1,TRUE,5.189330993,211,5.119207559,68.43243243,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2042,919,0.23675631,JQ701802.1_84_1259_1,TRUE,5.375882221,212,5.257504066,68.75675676,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2040,921,0.363254378,JX899359.1_123_1304_1,TRUE,5.259932078,210,5.078304889,68.10810811,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2043,922,0.155017403,JF800657.1_144_1325_1,TRUE,5.146670473,208,5.069161772,67.45945946,Chipapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1810,678,0.18523667,FJ492744.1_54_1244_1,TRUE,6.038163458,262,5.945545123,84.97297297,Lambdapapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1799,682,0.268801159,D26115.1_84_1274_1,TRUE,5.647156082,255,5.512755503,82.7027027,Lambdapapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1279,146,0.173510024,BK066366.1_114_1298_1,TRUE,6.088815396,790,6.002060384,256.2162162,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1283,148,0.214949566,MH285954.1_225_1397_1,TRUE,6.173964612,789,6.066489829,255.8918919,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1285,152,0.188876199,JX141478.1_123_1301_1,TRUE,6.183880692,786,6.089442592,254.9189189,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1289,156,0.128576109,MH285953.1_72_1247_1,TRUE,6.141357135,783,6.07706908,253.9459459,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1293,160,0.039284237,BK066790.1_84_1265_1,TRUE,6.171916012,778,6.152273893,252.3243243,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1291,161,0.107573019,BK066390.1_87_1268_1,TRUE,5.970450589,775,5.91666408,251.3513514,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1274,163,0.281310934,MH285952.1_108_1289_1,TRUE,5.825138747,773,5.68448328,250.7027027,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1296,165,0.239275254,KX599536.1_123_1298_1,TRUE,6.081229338,769,5.961591711,249.4054054,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1295,166,0.153884195,FJ492742.1_66_1244_1,TRUE,5.936795749,767,5.859853652,248.7567568,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1298,167,0.237900968,AY722648.1_99_1274_1,TRUE,6.109489998,771,5.990539514,250.0540541,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
1297,169,0.201021704,BK066588.1_96_1274_1,TRUE,6.020827439,770,5.920316587,249.7297297,Taupapillomavirus,ncbi,Canine,Canine,Canis_familiaris,Canis_familiaris_associated
2055,936,0.371136891,SRR19117908_684125_,TRUE,5.606814102,176,5.421245656,57.08108108,Budorcas_taxicolor_associated,novel,Caprine,Other,Budorcas_taxicolor_associated,Budorcas_taxicolor_associated
1738,627,0.3269178,MN148899.1_138_1337_1,TRUE,5.758627746,643,5.595168846,208.5405405,Capra_hircus_associated,ncbi,Caprine,Other,Capra_hircus_associated,Capra_hircus_associated
2108,990,0.204638343,ERR3281568_196968_,TRUE,5.63369776,133,5.531378588,43.13513514,Capra_hircus_associated,novel,Caprine,Other,Capra_hircus_associated,Capra_hircus_associated
1723,599,0.419560065,SRR8437782_17784_,TRUE,5.388470232,604,5.178690199,195.8918919,Capra_ibex_associated,novel,Caprine,Other,Capra_ibex_associated,Capra_ibex_associated
2054,932,0.336937706,KC876045.1_81_1256_1,TRUE,6.059001843,181,5.89053299,58.7027027,Dyokappapapillomavirus,ncbi,Caprine,Other,Rupicapra_rupicapra,Rupicapra_rupicapra_associated
1762,637,0.371878689,SRR11657643_297240_,TRUE,5.461858315,632,5.275918971,204.972973,Ovis_aries_associated,novel,Caprine,Other,Ovis_aries_associated,Ovis_aries_associated
1729,604,0.305634165,DQ091200.1_90_1280_1,TRUE,5.651901372,610,5.499084289,197.8378378,Phipapillomavirus,ncbi,Caprine,Other,Capra_hircus,Capra_hircus_associated
1766,642,0.769773075,SRR19505656_591_,TRUE,6.145542023,627,5.760655485,203.3513514,Tick_associated,novel,Tick,Other,Tick_associated,Tick_associated
1619,490,2.00E-06,SRR7122329_534_,TRUE,5.509089928,805,5.509088926,261.0810811,Bos_taurus_associated,novel,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1628,502,0.68200498,SRR16937311_42765_,TRUE,6.383372922,750,6.042370432,243.2432432,Bos_taurus_associated,novel,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1743,608,0.264836516,MW428429.1_90_1283_1,TRUE,5.977738197,656,5.845319939,212.7567568,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1744,610,0.183447316,MW404259.1_144_1322_1,TRUE,5.964273225,658,5.872549567,213.4054054,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1746,611,0.094595258,MW428425.1_90_1274_1,TRUE,5.963348621,659,5.916050992,213.7297297,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1746,612,0.119511434,MW404256.1_177_1361_1,TRUE,5.988264798,660,5.92850908,214.0540541,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1747,613,0.026685736,MW543423.1_48_1238_1,TRUE,5.930282448,661,5.91693958,214.3783784,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1755,623,0.27499985,MW390885.1_90_1274_1,TRUE,6.003020686,648,5.865520761,210.1621622,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1759,630,0.202985789,MW428428.1_75_1265_1,TRUE,5.802602253,639,5.701109358,207.2432432,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1759,631,0.213572839,OL672227.1_75_1259_1,TRUE,5.813189303,640,5.706402884,207.5675676,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1760,634,0.130123881,MW428427.1_69_1271_1,TRUE,5.73770802,637,5.67264608,206.5945946,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1761,635,0.259332984,KU519395.1_72_1274_1,TRUE,5.688238381,634,5.558571889,205.6216216,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1764,639,0.215532191,MW543427.1_54_1232_1,TRUE,5.792542504,629,5.684776408,204,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
2051,927,0.741233919,ERR2985417_92987_,TRUE,6.285226653,183,5.914609693,59.35135135,Bos_taurus_associated,novel,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
2096,972,1.03E-06,MW428430.1_57_1088_1,TRUE,5.909542674,170,5.909542161,55.13513514,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
2096,973,1.03E-06,MW543422.1_45_1211_1,TRUE,5.909542674,171,5.909542161,55.45945946,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
2095,974,0.081837568,SRR23881938_1424_,TRUE,5.918532647,169,5.877613864,54.81081081,Bos_taurus_associated,novel,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
2094,975,0.169714047,MW436430.1_57_1277_1,TRUE,5.921549192,168,5.836692169,54.48648649,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
2098,977,0.799019595,SRR22103697_35462_,TRUE,6.415853041,165,6.016343244,53.51351351,Bos_taurus_associated,novel,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
2097,979,0.449302606,MW401530.1_81_1247_1,TRUE,5.976633127,164,5.751981824,53.18918919,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
2107,988,0.132095716,MW401531.1_156_1325_1,TRUE,5.954560676,135,5.888512818,43.78378378,Bos_taurus_associated,ncbi,Cattle,Cattle,Bos_taurus_associated,Bos_taurus_associated
1628,501,0.365512117,MH512005.1_45_1241_1,TRUE,6.066880059,749,5.884124,242.9189189,Bovine_associated,ncbi,Cattle,Cattle,Bovine_associated,Bovine_associated
2078,954,0.230516993,MF435916.1_54_1229_1,TRUE,5.920223568,154,5.804965071,49.94594595,Deltapapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
2078,955,0.008637426,AB626705.1_54_1229_1,TRUE,5.698344001,155,5.694025287,50.27027027,Deltapapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
2077,956,0.180360909,KP276343.1_138_1310_1,TRUE,5.661153341,153,5.570972886,49.62162162,Deltapapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
2049,926,0.660779108,KU519391.1_54_1238_1,TRUE,5.881618438,182,5.551228884,59.02702703,Dyokappapapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
2058,940,1.139994431,KU519393.1_54_1235_1,TRUE,5.819131651,173,5.249134436,56.10810811,Dyokappapapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1603,474,0.786594621,KU519396.1_54_1241_1,TRUE,6.158689827,809,5.765392517,262.3783784,Dyoxipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1603,475,0.431694311,KU519394.1_54_1250_1,TRUE,5.803789518,810,5.587942362,262.7027027,Dyoxipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1626,497,0.21392955,DQ217793.1_51_1253_1,TRUE,6.202399446,751,6.095434671,243.5675676,Dyoxipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1627,500,0.140681531,MK124621.1_78_1310_1,TRUE,6.173864477,754,6.103523712,244.5405405,Dyoxipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
2093,976,0.101393531,AF457465.1_225_1391_1,TRUE,5.738288711,167,5.687591946,54.16216216,Epsilonpapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
2098,978,0.233542873,KU350625.1_132_1298_1,TRUE,5.85037632,166,5.733604883,53.83783784,Epsilonpapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1623,496,0.523234194,MW401529.1_48_1253_1,TRUE,5.860324444,748,5.598707347,242.5945946,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1744,609,0.16218905,KM983393.1_90_1268_1,TRUE,5.943014959,657,5.861920434,213.0810811,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1741,615,0.174113934,AB331650.1_144_1325_1,TRUE,5.799281386,655,5.712224419,212.4324324,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1749,616,0.100031471,AB543507.1_90_1274_1,TRUE,5.942215574,650,5.892199838,210.8108108,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1749,617,0.11128498,GQ471901.1_138_1322_1,TRUE,5.953469082,651,5.897826592,211.1351351,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1751,619,0.261203901,MG602223.1_144_1325_1,TRUE,6.115306991,654,5.984705041,212.1081081,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1750,620,0.115129414,MW393860.1_48_1235_1,TRUE,5.916328124,652,5.858763416,211.4594595,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1754,622,0.114588167,LC514113.1_75_1259_1,TRUE,5.83179855,647,5.774504467,209.8378378,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1755,624,0.27379929,AB845589.1_75_1262_1,TRUE,6.001820126,649,5.864920481,210.4864865,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1756,625,0.149584534,AF486184.1_75_1265_1,TRUE,5.795427224,644,5.720634956,208.8648649,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1756,626,0.130725287,KX098515.1_75_1262_1,TRUE,5.776567976,645,5.711205333,209.1891892,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1737,628,0.3328231,AB331651.1_309_1508_1,TRUE,5.730472256,642,5.564060706,208.2162162,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1736,629,0.209601574,LC500686.1_90_1286_1,TRUE,5.569684656,641,5.464883869,207.8918919,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1758,632,0.080183904,JF834523.1_75_1262_1,TRUE,5.610234429,638,5.570142477,206.9189189,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1765,641,0.125998724,KU519392.1_102_1298_1,TRUE,5.81722006,631,5.754220698,204.6486486,Xipapillomavirus,ncbi,Cattle,Cattle,Bos_taurus,Bos_taurus_associated
1712,595,0.471731698,OP748391.1_462_1661_1,TRUE,6.037800582,592,5.801934733,192,Delphinapterus_leucas_associated,ncbi,Cetacean,Cetacean,Delphinapterus_leucas_associated,Delphinapterus_leucas_associated
1231,101,0.203134726,MG744508.1_78_1256_1,TRUE,5.492876067,486,5.391308704,157.6216216,Dyopipapillomavirus,ncbi,Cetacean,Cetacean,Tursiops_truncatus,Tursiops_truncatus_associated
1774,648,0.187931724,JN709470.1_93_1301_1,TRUE,5.927127536,623,5.833161674,202.0540541,Omikronpapillomavirus,ncbi,Cetacean,Cetacean,Tursiops_truncatus,Tursiops_truncatus_associated
1776,650,0.1651466,AJ006302.1_132_1358_1,TRUE,6.009972754,626,5.927399454,203.027027,Omikronpapillomavirus,ncbi,Cetacean,Cetacean,Phocoena_spinipinnis,Phocoena_spinipinnis_associated
1775,651,0.136808366,JN709471.1_72_1280_1,TRUE,5.902781684,624,5.834377501,202.3783784,Omikronpapillomavirus,ncbi,Cetacean,Cetacean,Tursiops_truncatus,Tursiops_truncatus_associated
1778,653,0.216479408,MG905161.1_171_1403_1,TRUE,6.001750092,621,5.893510388,201.4054054,Omikronpapillomavirus,ncbi,Cetacean,Cetacean,Tursiops_truncatus,Tursiops_truncatus_associated
1778,654,0.473807605,BK066797.1_69_1304_1,TRUE,6.259078288,622,6.022174486,201.7297297,Omikronpapillomavirus,ncbi,Cetacean,Cetacean,Sousa_chinensis,Sousa_chinensis_associated
1779,656,0.131517545,GU117621.1_141_1358_1,TRUE,5.77003626,619,5.704277488,200.7567568,Omikronpapillomavirus,ncbi,Cetacean,Cetacean,Phocoena_phocoena,Phocoena_phocoena_associated
1771,657,1.289061597,BK066876.1_99_1316_1,TRUE,6.307593183,617,5.663062385,200.1081081,Sousa_chinensis_associated,ncbi,Cetacean,Cetacean,Sousa_chinensis_associated,Sousa_chinensis_associated
1713,586,0.284323229,AY940040.1_24_1244_1,TRUE,6.100367233,593,5.958205619,192.3243243,Upsilonpapillomavirus,ncbi,Cetacean,Cetacean,Tursiops_truncatus,Tursiops_truncatus_associated
1714,587,0.140403092,GU117620.1_84_1298_1,TRUE,6.142061355,594,6.071859809,192.6486486,Upsilonpapillomavirus,ncbi,Cetacean,Cetacean,Delphinus_delphis,Delphinus_delphis_associated
1716,588,0.157603292,EU240895.1_84_1286_1,TRUE,6.249065679,598,6.170264033,193.9459459,Upsilonpapillomavirus,ncbi,Cetacean,Cetacean,Tursiops_truncatus,Tursiops_truncatus_associated
1718,589,0.099087476,JN709472.1_87_1292_1,TRUE,6.313781096,600,6.264237358,194.5945946,Upsilonpapillomavirus,ncbi,Cetacean,Cetacean,Tursiops_truncatus,Tursiops_truncatus_associated
1718,590,0.064140533,JN709469.1_87_1295_1,TRUE,6.278834153,601,6.246763886,194.9189189,Upsilonpapillomavirus,ncbi,Cetacean,Cetacean,Tursiops_truncatus,Tursiops_truncatus_associated
1717,591,0.207494974,KJ637940.1_21_1226_1,TRUE,6.352242582,599,6.248495095,194.2702703,Upsilonpapillomavirus,ncbi,Cetacean,Cetacean,Tursiops_aduncus,Tursiops_aduncus_associated
1720,593,0.145963679,EU240894.1_84_1298_1,TRUE,6.272687154,597,6.199705314,193.6216216,Upsilonpapillomavirus,ncbi,Cetacean,Cetacean,Tursiops_truncatus,Tursiops_truncatus_associated
1711,596,0.467082926,GU117622.1_114_1313_1,TRUE,5.837723377,591,5.604181914,191.6756757,Upsilonpapillomavirus,ncbi,Cetacean,Cetacean,Phocoena_phocoena,Phocoena_phocoena_associated
1722,597,0.044495672,SRR17035119_206180_,TRUE,5.424698403,602,5.402450567,195.2432432,Cervus_nippon_associated,novel,Cervine,Cervine,Cervus_nippon_associated,Cervus_nippon_associated
1727,602,0.176743834,SRR17035102_23469_,TRUE,5.581862402,607,5.493490485,196.8648649,Cervus_nippon_associated,novel,Cervine,Cervine,Cervus_nippon_associated,Cervus_nippon_associated
1727,603,0.157590183,SRR17035102_50223_,TRUE,5.562708751,608,5.483913659,197.1891892,Cervus_nippon_associated,novel,Cervine,Cervine,Cervus_nippon_associated,Cervus_nippon_associated
2087,966,0.303953316,SRR17035106_10706_,TRUE,5.715566023,157,5.563589365,50.91891892,Cervus_nippon_associated,novel,Cervine,Cervine,Cervus_nippon_associated,Cervus_nippon_associated
2088,968,0.089894726,SRR17035106_825_,TRUE,5.797601027,159,5.752653664,51.56756757,Cervus_nippon_associated,novel,Cervine,Cervine,Cervus_nippon_associated,Cervus_nippon_associated
2086,969,0.459679329,SRR17035106_3316_,TRUE,5.770052174,156,5.540212509,50.59459459,Cervus_nippon_associated,novel,Cervine,Cervine,Cervus_nippon_associated,Cervus_nippon_associated
2081,959,0.234017992,M11910.1_87_1262_1,TRUE,5.725493153,148,5.608484157,48,Deltapapillomavirus,ncbi,Cervine,Cervine,Odocoileus_virginianus,Odocoileus_virginianus_associated
2082,960,0.10244335,AF443292.1_81_1265_1,TRUE,5.679310494,149,5.628088819,48.32432432,Deltapapillomavirus,ncbi,Cervine,Cervine,Rangifer_tarandus,Rangifer_tarandus_associated
2082,961,0.121835724,M15953.1_81_1262_1,TRUE,5.698702869,150,5.637785007,48.64864865,Deltapapillomavirus,ncbi,Cervine,Cervine,Alces_alces,Alces_alces_associated
2080,962,0.150284812,EF680235.1_90_1271_1,TRUE,5.55936679,147,5.484224384,47.67567568,Deltapapillomavirus,ncbi,Cervine,Cervine,Capreolus_capreolus,Capreolus_capreolus_associated
2088,967,0.118493417,KJ719447.1_42_1205_1,TRUE,5.826199718,158,5.766953009,51.24324324,Deltapapillomavirus,ncbi,Cervine,Cervine,Rangifer_tarandus,Rangifer_tarandus_associated
2057,938,0.373460058,KT932713.1_54_1232_1,TRUE,5.093813049,175,4.90708302,56.75675676,Dyokappapapillomavirus,ncbi,Cervine,Cervine,Pudu_puda,Pudu_puda_associated
2052,930,0.172558137,PQ037580.1_105_1286_1,TRUE,5.798559268,186,5.712280199,60.32432432,Panolia_siamensis_associated,ncbi,Cervine,Cervine,Panolia_siamensis_associated,Panolia_siamensis_associated
1725,600,0.37162399,SRR19545153_36443_,TRUE,5.67617667,605,5.490364675,196.2162162,Rangifer_tarandus_association,novel,Cervine,Cervine,Rangifer_tarandus_association,Rangifer_tarandus_association
1726,601,0.337385458,SRR19545148_51759_,TRUE,5.672831642,606,5.504138913,196.5405405,Rangifer_tarandus_association,novel,Cervine,Cervine,Rangifer_tarandus_association,Rangifer_tarandus_association
2100,991,0.654677171,KT852571.1_114_1289_1,TRUE,5.845562698,131,5.518224113,42.48648649,Rus_timorensis_associated,ncbi,Cervine,Cervine,Rus_timorensis_associated,Rus_timorensis_associated
1722,598,0.028934974,KP757765.1_123_1298_1,TRUE,5.409137705,603,5.394670218,195.5675676,Treisthetapapillomavirus,ncbi,Cervine,Cervine,Rusa_timorensis,Rusa_timorensis_associated
1761,636,0.198997497,KC810012.1_57_1256_1,TRUE,5.627902893,635,5.528404145,205.9459459,Xipapillomavirus,ncbi,Cervine,Cervine,Rangifer_tarandus,Rangifer_tarandus_associated
1762,638,0.438048114,KT932712.1_99_1301_1,TRUE,5.52802774,633,5.309003683,205.2972973,Xipapillomavirus,ncbi,Cervine,Cervine,Cervus_elaphus,Cervus_elaphus_associated
1915,788,0.765107157,KF741371.1_78_1277_1,TRUE,6.890359785,383,6.507806207,124.2162162,Dyochipapillomavirus,ncbi,Equine,Equine,Equus_asinus,Equus_asinus_associated
2112,996,0.418229858,EU503122.1_117_1301_1,TRUE,5.06792893,118,4.858814001,38.27027027,Dyoiotapapillomavirus,ncbi,Equine,Equine,Equus_caballus,Equus_caballus_associated
2113,997,0.342606589,JQ031033.1_126_1289_1,TRUE,5.04360264,114,4.872299346,36.97297297,Dyoiotapapillomavirus,ncbi,Equine,Equine,Equus_caballus,Equus_caballus_associated
