Newick_label	status
LR862055-1_237_1439_1	Homo sapiens
MH777219-2_87_1289_1	Homo sapiens
MF588721-1_90_1289_1	Homo sapiens
GU225708-1_129_1319_1	Homo sapiens
MH777284-2_141_1334_1	Homo sapiens
MH777185-2_90_1280_1	Homo sapiens
JN171845-1_81_1295_1	Homo sapiens
MF588692-1_69_1280_1	Homo sapiens
MF588693-1_69_1280_1	Homo sapiens
JF966372-1_75_1280_1	Homo sapiens
MF588688-1_75_1283_1	Homo sapiens
MF588754-1_75_1286_1	Homo sapiens
MF588733-1_60_1256_1	Homo sapiens
MH172379-1_90_1298_1	Homo sapiens
MF588732-1_78_1280_1	Homo sapiens
KX082661-1_135_1328_1	Homo sapiens
MF588780-1_60_1253_1	Homo sapiens
JX413109-1_90_1286_1	Homo sapiens
MF176072-1_126_1319_1	Homo sapiens
MH777322-2_69_1262_1	Homo sapiens
MH777165-2_93_1286_1	Homo sapiens
JX413104-1_90_1283_1	Homo sapiens
MH777239-1_132_1322_1	Homo sapiens
MH777378-1_99_1301_1	Homo sapiens
MH777381-2_99_1307_1	Homo sapiens
MH777310-1_69_1292_1	Homo sapiens
MH777211-2_69_1286_1	Homo sapiens
MH777187-2_69_1286_1	Homo sapiens
KP692114-1_69_1289_1	Homo sapiens
MF588723-1_75_1295_1	Homo sapiens
MH777265-2_60_1277_1	Homo sapiens
KR816175-1_60_1286_1	Homo sapiens
GU117631-1_69_1286_1	Homo sapiens
MH777245-2_69_1289_1	Homo sapiens
MH777260-2_69_1289_1	Homo sapiens
MF588691-1_87_1277_1	Homo sapiens
MH777200-2_72_1262_1	Homo sapiens
GU117632-1_72_1271_1	Homo sapiens
MF588718-1_75_1274_1	Homo sapiens
MF588717-1_69_1265_1	Homo sapiens
HM011570-1_69_1274_1	Homo sapiens
KJ913662-1_87_1274_1	Homo sapiens
JF966378-1_81_1289_1	Homo sapiens
MF588773-1_72_1265_1	Homo sapiens
GU129016-1_72_1286_1	Homo sapiens
MH777217-2_72_1280_1	Homo sapiens
MH777262-2_138_1349_1	Homo sapiens
MF588720-1_150_1358_1	Homo sapiens
MH777280-2_72_1280_1	Homo sapiens
BK066415-1_63_1253_1	Homo sapiens
MH777384-2_87_1271_1	Homo sapiens
MH777281-1_81_1265_1	Homo sapiens
BK066697-1_72_1274_1	Homo sapiens
JF966379-1_72_1274_1	Homo sapiens
MH777347-2_72_1274_1	Homo sapiens
MH777357-2_72_1274_1	Homo sapiens
MH777268-2_72_1274_1	Homo sapiens
MH972562-2_63_1259_1	Homo sapiens
MH777244-2_96_1292_1	Homo sapiens
JX444073-1_72_1268_1	Homo sapiens
MF588767-1_72_1271_1	Homo sapiens
MH777343-2_72_1274_1	Homo sapiens
MH777358-2_75_1295_1	Homo sapiens
MH777286-2_75_1298_1	Homo sapiens
PP296663-1_63_1292_1	Homo sapiens
GQ246951-1_60_1280_1	Homo sapiens
GQ845446-1_96_1316_1	Homo sapiens
MH777359-2_144_1364_1	Homo sapiens
MH777190-2_57_1286_1	Homo sapiens
JN231328-1_63_1268_1	Homo sapiens
FJ947080-1_93_1310_1	Homo sapiens
FN598907-1_90_1283_1	Homo sapiens
MF588682-1_90_1286_1	Homo sapiens
MF588684-1_141_1334_1	Homo sapiens
HF930491-1_84_1289_1	Homo sapiens
KF922510-1_48_1256_1	Homo sapiens
MH777253-2_171_1379_1	Homo sapiens
JN211195-1_96_1304_1	Homo sapiens
MG921179-1_48_1259_1	Homo sapiens
HE963025-1_69_1277_1	Homo sapiens
MH777205-2_123_1331_1	Homo sapiens
A07020-1_123_1298_1	Homo sapiens
FB344172-1_45_1226_1	Homo sapiens
AF070938-1_48_1226_1	Homo sapiens
KX781282-1_99_1307_1	Homo sapiens
KX781281-1_141_1355_1	Homo sapiens
KX781284-1_135_1352_1	Homo sapiens
KX781280-1_135_1352_1	Homo sapiens
KX781285-1_147_1364_1	Homo sapiens
AY044277-1_48_1271_1	Homo sapiens
KX781286-1_81_1289_1	Homo sapiens
KT236450-1_117_1292_1	Homo sapiens
A28090-1_126_1301_1	Homo sapiens
AF067036-1_42_1208_1	Homo sapiens
AF217526-1_42_1211_1	Homo sapiens
AF020905-1_135_1310_1	Pan troglodytes
DQ344807-1_171_1337_1	Homo sapiens
HE963117-1_42_1214_1	Homo sapiens
KF436826-1_75_1259_1	Homo sapiens
HW350057-1_228_1409_1	Homo sapiens
EF558842-1_198_1364_1	Macaca fascicularis
EF558838-1_240_1406_1	Macaca fascicularis
EU490516-1_147_1319_1	Macaca fascicularis
EF558843-1_147_1316_1	Macaca fascicularis
EF558841-1_147_1319_1	Macaca fascicularis
EF558840-1_138_1301_1	Macaca fascicularis
EF591300-1_147_1319_1	Macaca mulatta
EF558839-2_87_1250_1	Macaca fascicularis
AF436129-1_231_1394_1	Homo sapiens
AB542808-1_90_1274_1	Homo sapiens
AB040456-1_153_1328_1	Homo sapiens
AY330620-1_102_1286_1	Homo sapiens
AB745694-1_129_1307_1	Homo sapiens
HW350049-1_129_1310_1	Homo sapiens
U31784-1_162_1343_1	Homo sapiens
HW350065-1_216_1397_1	Homo sapiens
HW350071-1_234_1418_1	Homo sapiens
KJ145795-1_198_1382_1	Homo sapiens
AF349909-1_186_1376_1	Homo sapiens
AF293960-1_276_1460_1	Homo sapiens
AF436128-1_102_1283_1	Homo sapiens
AF151983-1_123_1304_1	Homo sapiens
DQ080083-1_540_1721_1	Homo sapiens
AB361563-1_123_1286_1	Homo sapiens
AB211993-1_387_1553_1	Homo sapiens
DQ080000-1_102_1262_1	Homo sapiens
KF436859-1_87_1274_1	Homo sapiens
HW350144-1_45_1226_1	Homo sapiens
AB027021-1_147_1328_1	Homo sapiens
EF177176-1_198_1370_1	Homo sapiens
EF177189-1_198_1370_1	Homo sapiens
EF546469-1_84_1253_1	Homo sapiens
HW350056-1_84_1259_1	Homo sapiens
HW350133-1_45_1223_1	Homo sapiens
DQ080079-1_78_1259_1	Homo sapiens
AY262282-1_240_1421_1	Homo sapiens
CS077205-1_45_1235_1	Homo sapiens
DQ080080-1_123_1304_1	Homo sapiens
AF131950-1_162_1343_1	Homo sapiens
HE793047-1_42_1220_1	Homo sapiens
HE962401-1_42_1220_1	Homo sapiens
EU077224-1_123_1316_1	Homo sapiens
D21208-1_183_1361_1	Homo sapiens
AB818687-1_156_1334_1	Homo sapiens
M74117-1_81_1262_1	Homo sapiens
HW350053-1_141_1361_1	Homo sapiens
FM955841-1_78_1301_1	Homo sapiens
FM955838-1_174_1397_1	Homo sapiens
M32305-1_60_1277_1	Homo sapiens
D90252-1_60_1310_1	Homo sapiens
X74470-1_177_1403_1	Homo sapiens
X74467-1_63_1292_1	Homo sapiens
AY382778-1_57_1286_1	Homo sapiens
EU410347-1_129_1331_1	Homo sapiens
EF422221-1_114_1319_1	Homo sapiens
FM955839-1_171_1367_1	Homo sapiens
FN677756-1_141_1337_1	Homo sapiens
DQ090005-2_303_1508_1	Homo sapiens
EU410348-1_120_1325_1	Homo sapiens
NC_001596-1_129_1337_1	Homo sapiens
FM955842-1_114_1322_1	Homo sapiens
AF531420-1_90_1301_1	Homo sapiens
AY382779-2_117_1325_1	Homo sapiens
KT901797-1_84_1268_1	Canis lupus familiaris
JQ701802-1_84_1259_1	Canis lupus familiaris
M15953-1_81_1262_1	Alces alces 
AF443292-1_81_1265_1	Rangifer tarandus
NC_001789-1_57_1229_1	Ovine
U83595-1_57_1229_1	Ovine
EU188799-1_99_1289_1	Francolinus leucoscepus
EU503122-1_117_1301_1	Equus caballus
MF327538-1_108_1283_1	Ailuropoda melanoleuca
MF327537-1_45_1226_1	Ailuropoda melanoleuca
OL310516-1_78_1253_1	Felis catus
DQ217793-1_51_1253_1	Bos taurus
AF457465-1_225_1391_1	Bos taurus
AY057109-1_54_1247_1	Fringilla coelebs
HW350050-1_63_1271_1	Homo sapiens
NC_001690-1_69_1286_1	Homo sapiens
NC_001693-1_132_1334_1	Homo sapiens
EF467176-1_135_1337_1	Homo sapiens
DQ080081-1_231_1436_1	Homo sapiens
FM212639-1_84_1292_1	Homo sapiens
EU541441-1_141_1352_1	Homo sapiens
EU541442-1_87_1316_1	Homo sapiens
AF227240-1_51_1232_1	Oryctolagus cuniculus
AF377865-1_192_1367_1	Felis catus
D26115-1_84_1274_1	Canis lupus familiaris
HQ585856-1_120_1316_1	Crocuta crocuta
MA632777-1_54_1307_1	Homo sapiens
NC_001458-1_66_1259_1	Homo sapiens
NC_001354-1_225_1487_1	Homo sapiens
EF536349-1_108_1286_1	Ursus maritimus
MF327535-1_114_1295_1	Ailuropoda melanoleuca
AJ006302-1_132_1358_1	Phocoena spinipinnis
DQ091200-1_90_1280_1	Capra hircus
DQ664501-1_135_1322_1	Mastomys coucha
AY722648-1_99_1274_1	Canis familiaris
AF420235-1_81_1253_1	Psittacus erithacus
MF168943-1_72_1250_1	Pygoscelis adeliae
AB331651-1_309_1508_1	Bos taurus
AB331650-1_144_1325_1	Bos taurus
AF486184-1_75_1265_1	Bos taurus
AF394740-1_87_1283_1	Equus ferus
KY705374-1_117_1295_1	Bos taurus
KU519391-1_54_1238_1	Bos taurus
KC876045-1_81_1256_1	Rupicapra rupicapra
FJ796965-1_93_1271_1	Ovis aries
KT932713-1_54_1232_1	Pudu puda
KU519393-1_54_1235_1	Bos taurus
KC020689-2_105_1307_1	Castor canadensis
LC704675-1_63_1238_1	Atelerix albiventris
AJ243287-1_93_1289_1	Oryctolagus cuniculus
KC460986-1_72_1250_1	Talpa europaea
MZ357114-1_72_1259_1	Ailuropoda melanoleuca
MG571090-1_123_1361_1	Leptonychotes weddellii
BK066893-1_138_1331_1	Panthera pardus
OR915587-1_135_1328_1	Caracal caracal
FJ492744-1_54_1244_1	Canis lupus familiaris
BK066513-1_87_1274_1	Felis catus
OR915590-1_87_1265_1	Caracal caracal
BK066374-1_111_1289_1	Felis catus
MH910493-1_117_1316_1	Leopardus wiedii
AY904724-1_57_1238_1	Panthera leo persica
OR915584-1_84_1265_1	Caracal caracal
AY763115-1_54_1238_1	Procyon lotor
KJ410351-1_132_1316_1	Enhydra lutris nereis
OR952911-1_114_1310_1	Rhinolophus ferrumequinum
OR952917-1_84_1283_1	Rhinolophus sinicus
OR952797-1_15_1214_1	Rhinolophus sinicus
OR952800-1_87_1286_1	Rhinolophus affinis
BK062774-1_51_1241_1	Manis javanica
BK062772-1_87_1286_1	Manis javanica
BK062773-1_54_1253_1	Manis javanica
BK066751-1_81_1283_1	Soricidae
MK443496-1_129_1322_1	Tupaia chinensis
BK066590-1_81_1289_1	Rhinolophidae
OR427310-1_132_1325_1	Rhinolophus affinis
JX885601-1_78_1280_1	Eidolon helvum
OR952839-1_51_1220_1	Scotophilus kuhlii
OR952831-1_12_1190_1	Scotophilus kuhlii
OR952775-1_51_1223_1	Scotophilus kuhlii
OR952891-1_147_1331_1	Myotis siligorensis
KC858265-1_51_1223_1	Eptesicus serotinus
KC858263-1_51_1223_1	Eptesicus serotinus
OR952873-1_51_1229_1	Tylonycteris robustula
OR952817-1_96_1268_1	Tylonycteris pachypus
OR952812-1_270_1442_1	Tylonycteris pachypus
OR952871-1_93_1265_1	Tylonycteris robustula
OR952866-1_96_1268_1	Tylonycteris robustula
OR952808-1_51_1229_1	Tylonycteris pachypus
OR952821-1_51_1235_1	Tylonycteris pachypus
OR952867-1_51_1235_1	Tylonycteris robustula
OR952778-1_51_1226_1	Scotophilus kuhlii
BK066787-1_51_1226_1	Chiroptera
OR952781-1_51_1226_1	Scotophilus kuhlii
OR952825-1_51_1223_1	Scotophilus kuhlii
OR952834-1_51_1223_1	Scotophilus kuhlii
OR952840-1_51_1226_1	Scotophilus kuhlii
OR952835-1_51_1217_1	Scotophilus kuhlii
OR952838-1_51_1235_1	Scotophilus kuhlii
MT766314-1_51_1235_1	Eptesicus regulus
OR952815-1_51_1244_1	Tylonycteris pachypus
OR952780-1_51_1229_1	Scotophilus kuhlii
OR952847-1_51_1238_1	Scotophilus kuhlii
OR952843-1_51_1241_1	Scotophilus kuhlii
OR952828-1_36_1223_1	Scotophilus kuhlii
OR952802-1_102_1286_1	Rhinolophus affinis
OR952901-1_108_1295_1	Rhinolophus ferrumequinum
OR952905-1_78_1265_1	Rhinolophus ferrumequinum
OR952908-1_126_1322_1	Rhinolophus ferrumequinum
OR952906-1_108_1304_1	Rhinolophus ferrumequinum
OR952920-1_123_1325_1	Rhinolophus sp.
OR952915-1_123_1325_1	Rhinolophus sinicus
OR952918-1_126_1325_1	Rhinolophus affinis
OR952907-1_102_1295_1	Rhinolophus ferrumequinum
OR952904-1_24_1217_1	Rhinolophus ferrumequinum
OR952794-1_99_1286_1	Rhinolophus sinicus
OR952900-1_78_1250_1	Rhinolophus ferrumequinum
OR952910-1_132_1301_1	Rhinolophus ferrumequinum
OR952790-1_96_1286_1	Rhinolophus pusillus
OR952805-1_87_1286_1	Rhinolophus affinis
OR952916-1_123_1304_1	Rhinolophus sinicus
OR952807-1_87_1259_1	Rhinolophus sp.
OR952919-1_99_1292_1	Rhinolophus affinis
KC858266-1_105_1292_1	Rhinolophus ferrumequinum
PP711991-1_84_1079_1	Eidolon helvum
KX276954-1_45_1235_1	Eidolon helvum
JX885598-1_0_1139_1	Eidolon helvum
JX123128-1_252_1448_1	Eidolon helvum
KX434763-1_90_1286_1	Eidolon helvum
OR952823-1_87_1295_1	Pipistrellus abramus
OR952860-1_132_1334_1	Myotis ricketti
OR952893-1_126_1328_1	Myotis adversus
OR952864-1_9_1196_1	Miniopterus pusillus
OR952850-1_132_1328_1	Hipposideros larvatus
OR952853-1_321_1505_1	Hipposideros larvatus
OR952854-1_84_1274_1	Hipposideros larvatus
OR952851-1_84_1280_1	Hipposideros larvatus
OR952886-1_63_1253_1	Hipposideros pomona
OR952885-1_45_1235_1	Hipposideros pomona
OR952792-1_6_1199_1	Rhinolophus sinicus
OR952890-1_30_1220_1	Hipposideros pomona
OR952784-1_81_1271_1	Aselliscus stoliczkanus
OR952856-1_204_1397_1	Hipposideros larvatus
OR952887-1_84_1274_1	Hipposideros pomona
OR952922-1_84_1271_1	Hipposideros armiger
OR952855-1_81_1265_1	Hipposideros larvatus
OR952909-1_9_1214_1	Rhinolophus ferrumequinum
OR952799-1_57_1253_1	Rhinolophus affinis
OR952788-1_57_1250_1	Rhinolophus pusillus
OR952863-1_51_1241_1	Hipposideros armiger
OR952798-1_123_1313_1	Rhinolophus sinicus
OR952931-1_57_1250_1	Rhinolophus sinicus
OR952902-1_72_1256_1	Rhinolophus ferrumequinum
BK066482-1_51_1244_1	Rhinolophidae
OR952801-1_54_1247_1	Rhinolophus affinis
OR952793-1_51_1265_1	Rhinolophus sinicus
OR952783-1_90_1277_1	Rhinolophus sinicus
OR952924-1_117_1307_1	Rhinolophus ferrumequinum
OR952804-1_75_1268_1	Rhinolophus affinis
OR952803-1_114_1310_1	Rhinolophus affinis
OR952772-1_84_1274_1	Rhinolophus sp.
OR952899-1_198_1397_1	Rhinolophus pusillus
OR952795-1_135_1325_1	Rhinolophus sinicus
OR952773-1_114_1304_1	Rhinolophus sp.
OR952786-1_75_1262_1	Rhinolophus pusillus
OR952787-1_195_1382_1	Rhinolophus pusillus
OR952806-1_84_1292_1	Rhinolophus affinis
OR952921-1_75_1262_1	Rhinolophus macrotis
OR952796-1_75_1256_1	Rhinolophus sinicus
OR952928-1_57_1262_1	Rhinolophus ferrumequinum
JQ692938-1_123_1295_1	Miniopterus schreibersii
OR952791-1_84_1286_1	Rhinolophus pusillus
OR952785-1_84_1280_1	Rhinolophus pusillus
AY684126-1_51_1235_1	Erethizon dorsatum
OL704824-1_93_1298_1	Eumops bonariensis
MH230930-1_114_1328_1	Tadarida brasiliensis
OR952827-1_54_1247_1	Scotophilus kuhlii
OR952837-1_54_1253_1	Scotophilus kuhlii
OR952779-1_153_1349_1	Scotophilus kuhlii
OR952869-1_0_1175_1	Tylonycteris robustula
OR952880-1_0_1196_1	Tylonycteris robustula
OR952826-1_102_1316_1	Scotophilus kuhlii
MW922427-1_63_1286_1	Tadarida brasiliensis
OR952896-1_138_1361_1	Chaerephon plicatus
MW922428-1_90_1313_1	Tadarida brasiliensis
MN329804-1_99_1325_1	Tadarida brasiliensis
KF741371-1_78_1277_1	Equus asinus
OP699054-1_120_1304_1	Equus asinus
OR951005-1_12_1205_1	Taphozous melanopogon
OR952884-1_63_1250_1	Taphozous melanopogon
OR952883-1_183_1391_1	Taphozous melanopogon
OR952881-1_54_1265_1	Taphozous melanopogon
OR952882-1_54_1274_1	Taphozous melanopogon
PP711989-1_225_1451_1	Mops condylurus
OL704825-1_126_1328_1	Eumops bonariensis
KX812447-1_174_1385_1	Molossus molossus
OL704823-1_174_1382_1	Molossus molossus
EF584537-1_162_1331_1	Canis lupus familiaris
OP432240-1_63_1232_1	Canis lupus familiaris
KP099966-1_174_1358_1	Canis lupus familiaris
JF800658-1_1602_2786_1	Canis lupus familiaris
FJ492743-1_66_1250_1	Canis lupus familiaris
DQ295066-1_93_1277_1	Canis lupus familiaris
JF800656-1_282_1466_1	Canis lupus familiaris
JF800657-1_144_1325_1	Canis lupus familiaris
JX899359-1_123_1304_1	Canis lupus familiaris
HQ262536-1_114_1286_1	Canis lupus familiaris
MG571093-1_45_1253_1	Leptonychotes weddellii
HQ293213-1_45_1235_1	Zalophus californianus
MW841296-1_60_1241_1	Martes foina
MK443497-1_75_1253_1	Tupaia chinensis
BK066449-1_204_1379_1	Gerbillinae
NC_001605-1_192_1367_1	Mastomys natalensis
HQ625441-1_141_1316_1	Rattus norvegicus
JF755418-1_96_1271_1	Peromyscus maniculatus
BK066744-1_195_1370_1	Cricetidae
KU963288-1_102_1274_1	Equus caballus
EU796884-1_147_1331_1	Felis catus
MG571095-1_93_1289_1	Leptonychotes weddellii
KY817993-1_273_1469_1	Sus scrofa
HQ262535-1_138_1322_1	Morelia spilota spilota
MH605022-1_123_1304_1	Boa imperator
KF574429-1_48_1235_1	Trichechus manatus latirostris
KF574428-1_42_1229_1	Trichechus manatus latirostris
OK073977-1_69_1253_1	Trichechus manatus manatus
BK062778-1_192_1367_1	Manis pentadactyla
OP748392-1_81_1250_1	Delphinapterus leucas
MT078971-1_138_1322_1	Sus scrofa
GU117623-1_72_1256_1	Phocoena phocoena
MG744508-1_78_1256_1	Tursiops truncatus
JQ814847-1_57_1235_1	Myotis ricketti
OR952879-1_45_1223_1	Tylonycteris robustula
BK066355-1_237_1415_1	Rhinolophidae
KP861980-1_204_1382_1	Alouatta guariba clamitans
JF304766-1_138_1316_1	Saimiri sciureus
JF304765-1_117_1295_1	Saimiri sciureus
JF304767-1_189_1367_1	Saimiri sciureus
MG837557-1_60_1229_1	Macaca mulatta
MH745748-1_432_1601_1	Macaca mulatta
KT944080-1_147_1316_1	Macaca fuscata
JF304764-1_126_1292_1	Papio hamadryas
GU014532-1_402_1586_1	Colobus guereza
MG837558-1_156_1343_1	Macaca mulatta
MH469677-1_225_1409_1	Macaca fuscata
BK066654-1_117_1301_1	Canis lupus familiaris
BK066488-1_150_1340_1	Canis lupus familiaris
BK066791-1_117_1295_1	Canis lupus familiaris
BK066742-1_150_1337_1	Canis lupus familiaris
MG571092-1_222_1418_1	Leptonychotes weddellii
MG571091-1_240_1433_1	Leptonychotes weddellii
AY609301-1_81_1277_1	Trichechus manatus latirostris
JN709473-1_135_1319_1	Trichechus manatus latirostris
JQ814848-1_252_1436_1	Miniopterus schreibersii
OR952874-1_45_1235_1	Tylonycteris robustula
OR952776-1_150_1337_1	Scotophilus kuhlii
OR952824-1_120_1304_1	Scotophilus kuhlii
OR952925-1_57_1235_1	Ia io
OR952810-1_36_1220_1	Tylonycteris pachypus
OR952813-1_60_1244_1	Tylonycteris pachypus
OR952809-1_60_1244_1	Tylonycteris pachypus
KC858264-1_57_1247_1	Eptesicus serotinus
OR952895-1_120_1310_1	Ia io
OR952894-1_171_1361_1	Ia io
MW401529-1_48_1253_1	Bos taurus
MH512005-1_45_1241_1	Bos taurus
KY853656-1_60_1226_1	Felis catus
LC333412-2_96_1277_1	Felis catus
JX972168-1_72_1247_1	Felis catus
OQ836188-1_108_1277_1	Felis catus
MN857145-1_78_1238_1	Felis catus
BK066472-1_117_1283_1	Panthera pardus
MH285952-1_108_1289_1	Canis lupus familiaris
BK066390-1_87_1268_1	Canis lupus familiaris
BK066790-1_84_1265_1	Canis latrans
MH285953-1_72_1247_1	Canis lupus familiaris
BK066545-1_63_1247_1	Numida meleagris
JX141478-1_123_1301_1	Canis lupus familiaris
BK066769-1_138_1316_1	Canis lupus familiaris
BK066366-1_114_1298_1	Canis lupus familiaris
MH285954-1_225_1397_1	Canis lupus familiaris
FJ492742-1_66_1244_1	Canis lupus familiaris
KX599536-1_123_1298_1	Canis lupus familiaris
BK066588-1_96_1274_1	Canis lupus familiaris
MG571094-1_66_1271_1	Leptonychotes weddellii
BK066347-1_93_1277_1	Gulo gulo
KF006988-1_66_1253_1	Mustela putorius furo
OR531434-1_282_1466_1	Arctocephalus forsteri
OP376965-1_108_1307_1	Varecia variegata
OP376964-1_60_1253_1	Varecia variegata
MH745747-1_75_1283_1	Macaca mulatta
MG837559-1_99_1310_1	Macaca mulatta
MH745749-1_99_1313_1	Macaca mulatta
MN535764-1_96_1289_1	Callithrix penicillata
MN535763-1_57_1253_1	Callithrix penicillata
MG571089-1_129_1346_1	Leptonychotes weddellii
KU519396-1_54_1241_1	Bos taurus
KU519394-1_54_1250_1	Bos taurus
OR915593-1_132_1340_1	Caracal caracal
OR915591-1_66_1271_1	Caracal caracal
BK066644-1_102_1298_1	Canis lupus familiaris
KF857586-1_96_1286_1	Vulpes vulpes
MH376689-1_72_1247_1	Erethizon dorsatum
BK066866-1_63_1244_1	Rodentia
HG939559-1_63_1247_1	Phodopus sungorus
BK066757-1_75_1259_1	Rodentia
BK066393-1_90_1277_1	Apodemus sylvaticus
HQ625440-1_174_1364_1	Apodemus sylvaticus
KY370096-1_87_1277_1	Apodemus chevrieri
BK066384-1_135_1322_1	Mus musculus
DQ269468-1_129_1316_1	Micromys minutus
ON932813-1_57_1247_1	Niviventer fulvescens
GQ180114-1_78_1268_1	Rattus norvegicus
GU014533-1_63_1292_1	Colobus guereza
EF028290-1_57_1277_1	Macaca fascicularis
BK066462-1_78_1295_1	Panthera pardus
GQ916646-1_81_1289_1	Felis catus
GU014531-1_96_1301_1	Macaca fascicularis
BK066846-1_93_1304_1	Soricidae
BK066421-1_84_1274_1	Soricidae
FJ379293-1_51_1250_1	Erinaceus europaeus
EU277647-1_57_1244_1	Isoodon obesulus
EU069819-1_57_1244_1	Perameles bougainville
GU220391-1_69_1253_1	Bettongia penicillata
KP757765-1_123_1298_1	Rusa timorensis
KT932712-1_99_1301_1	Cervus elaphus
KU519395-1_72_1274_1	Bos taurus
KC810012-1_57_1256_1	Rangifer tarandus
LC500686-1_90_1286_1	Bos taurus
MW428425-1_90_1274_1	Bos taurus
MW543423-1_48_1238_1	Bos taurus
MW404256-1_177_1361_1	Bos taurus
MW428429-1_90_1283_1	Bos taurus
KM983393-1_90_1268_1	Bos taurus
MW404259-1_144_1322_1	Bos taurus
AB543507-1_90_1274_1	Bos taurus
GQ471901-1_138_1322_1	Bos taurus
MG602223-1_144_1325_1	Bos taurus
MW393860-1_48_1235_1	Bos taurus
KX098515-1_75_1262_1	Bos taurus
MW390885-1_90_1274_1	Bos taurus
AB845589-1_75_1262_1	Bos taurus
LC514113-1_75_1259_1	Bos taurus
MH729203-1_48_1235_1	Bos taurus
MN148899-1_138_1337_1	Capra hircus
MW428427-1_69_1271_1	Bos taurus
JF834523-1_75_1262_1	Bos taurus
MW428428-1_75_1265_1	Bos taurus
OL672227-1_75_1259_1	Bos taurus
MW543427-1_54_1232_1	Bos taurus
KU519392-1_102_1298_1	Bos taurus
GU117622-1_114_1313_1	Phocoena phocoena
OP748391-1_462_1661_1	Delphinapterus leucas
AY940040-1_24_1244_1	Tursiops truncatus
JN709472-1_87_1292_1	Tursiops truncatus
JN709469-1_87_1295_1	Tursiops truncatus
KJ637940-1_21_1226_1	Tursiops aduncus
EU240894-1_84_1298_1	Tursiops truncatus
OQ274130-1_84_1298_1	Neophocaena asiaeorientalis asiaeorientalis
OQ274131-1_87_1298_1	Neophocaena asiaeorientalis asiaeorientalis
EU240895-1_84_1286_1	Tursiops truncatus
GU117620-1_84_1298_1	Delphinus delphis
BK066797-1_69_1304_1	Sousa chinensis
OQ274129-1_177_1397_1	Neophocaena asiaeorientalis asiaeorientalis
MG905161-1_171_1403_1	Tursiops truncatus
JN709470-1_93_1301_1	Tursiops truncatus
JN709471-1_72_1280_1	Tursiops truncatus
OQ274127-1_138_1355_1	Neophocaena asiaeorientalis asiaeorientalis
OQ274128-1_132_1349_1	Neophocaena asiaeorientalis asiaeorientalis
GU117621-1_141_1358_1	Phocoena phocoena
BK066876-1_99_1316_1	Sousa chinensis
OP870083-1_225_1385_1	Equus caballus
JQ031033-1_126_1289_1	Equus caballus
JF939718-1_45_1217_1	Equus caballus
MN117918-1_84_1265_1	Equus caballus
JX035935-1_99_1274_1	Equus ferus
GU384895-1_120_1286_1	Equus caballus
JQ965698-1_99_1274_1	Equus ferus
MW401531-1_156_1325_1	Bos taurus
KT852571-1_114_1289_1	Rusa
MT130100-1_90_1259_1	Camelus
HQ912790-1_69_1247_1	Camelus dromedarius
HQ912791-1_90_1262_1	Camelus dromedarius
MH049343-1_54_1238_1	Okapia johnstoni
KX954132-1_69_1253_1	Giraffa camelopardalis
KP276343-1_138_1310_1	Felis catus
MF435916-1_54_1229_1	Bos taurus
AB626705-1_54_1229_1	Bos taurus
EF680235-1_90_1271_1	Capreolus capreolus
M11910-1_87_1262_1	Odocoileus virginianus
MW436430-1_57_1277_1	Bos taurus
MW543422-1_45_1211_1	Bos taurus
MW428430-1_57_1088_1	Bos taurus
KU350625-1_132_1298_1	Cervus
MW401530-1_81_1247_1	Bos taurus
KJ719447-1_42_1205_1	Rangifer tarandus granti
MK620304-1_72_1256_1	Larus smithsonianus
MK620336-1_54_1241_1	Rissa tridactyla
MK620340-1_225_1406_1	Rissa tridactyla
MK620331-1_66_1259_1	Larus smithsonianus
MK620341-1_33_1217_1	Rissa tridactyla
MK620305-1_75_1271_1	Rissa tridactyla
MK620334-1_75_1265_1	Rissa tridactyla
MK620302-1_300_1484_1	Fratercula arctica
KJ173785-1_117_1295_1	Pygoscelis adeliae
KX147683-1_105_1298_1	Anatidae
MK620303-1_66_1256_1	Anas platyrhynchos
BK066727-1_186_1376_1	Luscinia svecica
MF564196-1_66_1250_1	Serinus canaria
OP628184-1_120_1301_1	Columba livia
MZ570865-1_99_1427_1	Centropristis striata
MZ570861-1_111_1406_1	Melanogrammus aeglefinus
BK066681-1_213_1511_1	Gadus morhua
MZ570859-1_168_1469_1	Melanogrammus aeglefinus
BK066583-1_234_1415_1	Astyanax mexicanus
MZ570864-1_93_1310_1	Centropristis striata
MZ447865-1_60_1238_1	Trematomus bernacchii
MH617579-2_63_1271_1	Lutjanus campechanus
KX643372-1_36_1484_1	Sparus aurata
MZ570863-1_99_1406_1	Centropristis striata
OQ633419-1_78_1277_1	Betta splendens
BK066408-1_63_1328_1	Coryphaenoides rupestris
MZ570860-1_66_1277_1	Melanogrammus aeglefinus
BK066321-1_72_1274_1	Gadus morhua
OR952861-1_69_1205_1	Chondrichthyes
OR952862-1_51_1187_1	Chondrichthyes
BK066382-1_57_1217_1	Carassius auratus x Cyprinus carpio
MN515404-1_72_1238_1	Silurus glanis
MH510267-2_282_1448_1	Oncorhynchus mykiss
MH617143-2_90_1316_1	Melanogrammus aeglefinus
MZ570862-1_78_1322_1	Melanogrammus aeglefinus
BK066851-1_75_1304_1	Gadus morhua
